SMILES,metabolite,predict_site
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,NCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1|CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(O)c(Cl)c4)c3c2)o1|CS(=O)(=O)CCN(O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(O[CH2:1]C5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=[CH:1]N=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCN[CH2:1]C1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)C[CH2:1]NCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|ClC1=CC(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(=O)(=O)C)O4)C=C23)=CC=C1OCC1=CC(F)=C[CH:1]=[CH:2]1|CS(=O)(=O)C[CH2:1]NCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCN[CH2:1]C1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3[N:1]=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3[N:1]=CN=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|C(C1=CC=C[C:1](F)=C1)OC1=C(Cl)C=C(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(C)(=O)=O)O4)C=C23)C=C1|ClC1=CC(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(=O)(=O)C)O4)C=C23)=CC=C1OCC1=CC(F)=CC=[CH:1]1|CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=CN=C(NC4=CC=C(OCC5=CC=[CH:1]C(F)=C5)C(Cl)=C4)C3=C2)O1|CS(=O)(=O)CCNCC1=CC=C(C2=CC=C3N=[CH:1]N=C(NC4=CC=C(OCC5=CC=CC(F)=C5)C(Cl)=C4)C3=C2)O1|C1=C(O[CH2:1]C2=CC=CC(F)=C2)C(Cl)=CC(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(C)(=O)=O)O4)C=C23)=C1|[CH:1]1=C(OCC2=CC=CC(F)=C2)C(Cl)=CC(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(C)(=O)=O)O4)C=C23)=C1|ClC1=CC(NC2=NC=NC3=CC=C(C4=CC=C(CNCCS(=O)(=O)C)O4)C=C23)=CC=C1OCC1=C[C:1](F)=[CH:2]C=C1|C1=C(OCC2=CC=CC(F)=C2)C(Cl)=CC(NC2=NC=NC3=CC=C(C4=CC=C(C[NH:1]CCS(C)(=O)=O)O4)C=C23)=C1|C1=C(NC2=NC=NC3=CC=C(C4=CC=C(C[NH:1]CCS(=O)(=O)C)O4)C=C23)C=C(Cl)C(OCC2=CC=CC(F)=C2)=C1
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1O,C[C@@H](OC1=CC(C2=CN(C3CCN[CH2:1]C3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CC[NH:1]CC3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN([CH:1]3CCNCC3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C1(O[C@@H](C2=C(Cl)C(F)=CC=C2Cl)C)=CC(C2=CN(C3CCNCC3)N=C2)=C[N:1]=C1N|C1(O[C@@H](C2=C(Cl)C(F)=CC=C2Cl)C)=CC(C2=CN(C3CCNCC3)N=C2)=C[N:1]=C1N|C1(F)=CC=C(Cl)C([C@@H]([CH3:1])OC2=CC(C3=CN(C4CCNCC4)N=C3)=CN=C2N)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CCN[CH2:1]C3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CC[NH:1]CC3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CC[NH:1]CC3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CCNC[CH2:1]3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CCNCC3)N=C2)=CN=C1N)C1=C(Cl)C=[CH:1]C(F)=C1Cl|C1(C2=CN=C(N)C(O[C@@H](C3=C(Cl)C=CC(F)=C3Cl)C)=C2)=CN(C2CC[NH:1]CC2)N=C1|C1(F)=CC=C(Cl)C([C@@H](C)OC2=CC(C3=CN(C4CCNCC4)N=C3)=CN=C2[NH2:1])=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CCNCC3)N=[CH:1]2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C1(C2=CN=C(N)C(O[C@@H](C3=C(Cl)[CH:1]=[CH:2]C(F)=C3Cl)C)=C2)=CN(C2CCNCC2)N=C1|C1(O[C@@H](C2=C(Cl)C(F)=CC=C2Cl)C)=CC(C2=CN(C3CCNCC3)N=C2)=[CH:1]N=C1N|N1(C2CCNCC2)C=C(C2=CC(O[C@@H](C3=C(Cl)C(F)=C[CH:1]=[C:2]3Cl)C)=C(N)N=C2)C=N1|C[C@@H](OC1=CC(C2=CN(C3CCNC[CH2:1]3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl|C[C@@H](OC1=CC(C2=CN(C3CCNCC3)N=C2)=CN=C1N)C1=C(Cl)[CH:1]=CC(F)=C1Cl
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,C[C@H]1C2CC[C@H](C)[C@H]3CCC4(C)OO[C@]23[C@@H](O[C@H]1O)O4,OC(CCC(O[C@H]1[C@H](C)[C@@H]2CC[C@@H](C)[C@H]3[C@@]24OO[C@@](C)(O[C@H]4O1)CC3)=O)=[O:1]|[C@H:1]12[C@]34[C@@H](CC[C@@H](C)[C@@H]3CC[C@@](C)(OO4)O1)[C@@H](C)[C@H](OC(CCC(O)=O)=O)O2|[C@H:1]12[C@]34[C@@H](CC[C@@H](C)[C@@H]3CC[C@@](C)(OO4)O1)[C@@H](C)[C@H](OC(CCC(O)=O)=O)O2|[C@H]1(C)[C@H](OC(CCC(=O)O)=O)O[C@H]2[C@@]34OO[C@@](C)(O2)CC[C@H]3[C@H](C)[CH2:1]C[C@@H]14|O[C:1](CCC(O[C@H]1[C@H](C)[C@@H]2CC[C@@H](C)[C@H]3[C@@]24OO[C@@](C)(O[C@H]4O1)CC3)=O)=[O:2]
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(C)(C)N[C@H](CO)C(=O)c1cccc(Cl)c1|C[C@H](NC(C)(C)C)C(=O)c1ccc(O)c(Cl)c1|C[C@@H](NC(C)(C)CO)C(=O)c1cccc(Cl)c1|C[C@@H](NC(C)(C)C)C(=O)c1cc(O)cc(Cl)c1|CC(NC(C)(C)CO)C(=O)c1cccc(Cl)c1|C[C@@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,C[C@H](NC(C)(C)[CH3:1])C(=O)C1=CC=CC(Cl)=C1|C[C@H](NC(C)(C)C)C(=O)C1=CC=[CH:1]C(Cl)=C1|C[C@H](NC(C)(C)C)C(=O)C1=C[CH:1]=CC(Cl)=C1|[CH3:1][C@H](NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1|C[C@H](NC(C)(C)C)C(=O)C1=[CH:1]C=CC(Cl)=C1|C1=C(Cl)C=C(C(=O)[C@H:1](C)NC(C)(C)C)C=C1|C[C@H](NC(C)(C)[CH3:1])C(=O)C1=CC=CC(Cl)=C1|C1=C(Cl)C=C(C(=O)[C@H:1](C)NC(C)(C)C)C=C1|C1=C(Cl)C=C(C(=O)[C@H:1](C)NC(C)(C)[CH3:1])C=C1|C1=CC=C(Cl)C=C1C([C@@H:1](NC(C)(C)C)C)=O|C1=C(Cl)C=C(C(=O)[C@H](C)NC(C)(C)C)[CH:1]=[CH:2]1|[CH:1]1=C(Cl)C=C(C(=O)[C@H](C)NC(C)(C)C)C=C1|C1=C(Cl)C=C(C(=O)[C@H:1](C)NC(C)(C)C)C=C1|[NH:1](C(C)(C)C)[C@@H](C)C(=O)C1=CC(Cl)=CC=C1
C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1C[N+]([O-])=CCCN1S(=O)(=O)c1cccc2cncc(F)c12|C[C@H]1CNC(=O)CCN1S(=O)(=O)c1cccc2cncc(F)c12,C[C@H]1CNCCCN1S(=O)(=O)C1=CC=CC2=C[N:1]=CC(F)=C12|C[C@H]1CNCCCN1S(=O)(=O)C1=CC=CC2=C[N:1]=CC(F)=C12|C[C@H]1CN[CH2:1]CCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H]1CNCCCN1S(=O)(=O)C1=CC=CC2=[CH:1]N=CC(F)=C12|C[C@H]1CN[CH2:1]CCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H]1[CH2:1]NCCCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H]1C[NH:1]CCCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H]1CNCC[CH2:1]N1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H:1]1CNCCCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|O=S(N1[C@@H](C)CNCCC1)(C1=CC=CC2=C1C(F)=CN=[CH:1]2)=O|N1(S(=O)(C2=CC=CC3=CN=[CH:1]C(F)=C23)=O)CCCNC[C@@H]1C|C[C@H]1[CH2:1]NCCCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|C[C@H]1CNCCCN1S(=O)(=O)C1=CC=[CH:1]C2=CN=CC(F)=C12|N1([S:1](=O)(C2=CC=CC3=CN=CC(F)=C23)=O)CCCNC[C@@H]1C|N1(S(=O)(C2=CC=CC3=CN=CC(F)=C23)=O)CCC[NH:1]C[C@@H]1C|C[C@H]1CNCC[CH2:1]N1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12|N1C[C@H](C)N(S(C2=CC=CC3=CN=CC(F)=C23)(=O)=O)C[CH2:1]C1|N1=CC2=C(C(S(=O)(N3CCCNC[C@@H]3[CH3:1])=O)=CC=C2)C(F)=C1|[CH3:1][C@H]1CNCCCN1S(=O)(=O)C1=CC=CC2=CN=CC(F)=C12
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COC2=C3C(=CC(F)=C2N2CC[N:1](C)CC2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CC[N:1](C)CC2)C(=O)C(C(=O)O)=CN13|C1N(C2=C(F)C=C3C4=C2OC[C@H](C)N4C=C(C([OH:1])=O)C3=O)CCN(C)C1|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)[CH2:1]C2)C(=O)C(C(=O)O)=CN13|C1(N2CCN(C)CC2)=C(F)C=C2C(=O)C(C(O)=O)=CN3C2=C1OC[C@@H]3[CH3:1]|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)CC2)C(=O)C(C(=O)[OH:1])=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)C[CH2:1]2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)C[CH2:1]2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN(C)[CH2:1]C2)C(=O)C(C(=O)O)=CN13|C1(N2CCN(C)CC2)=C(F)C=C2C(=O)C(C(O)=O)=[CH:1]N3C2=C1OC[C@@H]3C|O1C[C@H](C)N2C3=C(C(=O)C(C([OH:1])=O)=C2)C=C(F)C(N2CCN(C)CC2)=C13|C1=C(F)C(N2CCN(C)CC2)=C2C3=C1C(=O)C(C(O)=O)=CN3[C@@H](C)[CH2:1]O2|O1C[C@H](C)N2C3=C(C(=O)C(C([OH:1])=O)=C2)C=C(F)C(N2CCN(C)CC2)=C13|C1N(C2=C(F)C=C3C4=C2OC[C@H](C)N4C=C(C([OH:1])=O)C3=O)CCN(C)C1|C[C@H]1COC2=C3C(=CC(F)=C2N2CCN([CH3:1])CC2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2[N:1]2CCN(C)CC2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2[N:1]2CCN(C)CC2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CC[N:1](C)CC2)C(=O)C(C(=O)O)=CN13|C[C@H]1COC2=C3C(=CC(F)=C2N2CC[N:1](C)CC2)C(=O)C(C(=O)O)=CN13
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,F[C@]12[C@@H](O)C[C@]3(C)[C@](C(=O)COP(O)(O)=O)(O)[C@@H](C)C[C@H]3[C@@H]1C[CH2:1]C1=CC(=O)C=C[C@]21C|C([C@]1(O)[C@@]2(C)C[C@H](O)[C@@]3(F)[C@H]([C@@H]2C[C@@H]1C)CCC1=CC(=O)C=C[C@]31C)(COP(O)([OH:1])=O)=O|[C@@]1(C(COP(=O)(O)O)=O)(O)[C@]2(C)[C@H]([C@H]3[C@@](F)([C@]4(C)C(=CC(=O)C=C4)CC3)[C@@H]([OH:1])C2)C[C@@H]1C|F[C@]12[C@@H](O)C[C@]3(C)[C@](C(=O)COP(O)(O)=O)(O)[C@@H](C)C[C@H]3[C@@H]1C[CH2:1]C1=CC(=O)C=C[C@]21C
C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O,C[C@]1(O)CC[C@@H]2[C@H]3CCC4=C(Cl)C(=O)C=C[C@]4(C)[C@@H]3[C@@H](O)C[C@]21C,C1=C[C@]2(C)[C@@H]3CC[C@@]4(C)[C@](O)([CH3:1])CC[C@@H]4[C@H]3CCC2=C(Cl)C1=O|C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1C[CH2:1][C@]2(C)O|C1CC2=C(Cl)C(=O)C=C[C@]2(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@]3(O)[CH3:1])[C@@H]12|C[C@]12C=[CH:1]C(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O|ClC1=C2[CH2:1]C[C@H]3[C@@H](CC[C@@]4(C)[C@@](C)(O)CC[C@H]34)[C@@]2(C)C=CC1=O|C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1C[CH2:1][C@]2(C)O|C[C@]12C=CC(=O)C(Cl)=C1[CH2:1]C[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O|C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1C[CH2:1][C@]2(C)O|C1C[C@@H]2[C@@H]3[C@@H]([CH2:1]C[C@@]2(C)[C@]1(O)C)[C@]1(C)C(=C(Cl)C(=O)C=C1)CC3|C[C@]12C=CC(=O)C(Cl)=C1CC[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)[OH:1]|C[C@]12C=CC(=O)C(Cl)=C1[CH2:1]C[C@H]1[C@H]2CC[C@]2(C)[C@@H]1CC[C@]2(C)O|C1[C@@H]2[C@H](CCC3=C(Cl)C(=O)C=C[C@]23C)[C@@H]2[C@](C)([C@@](C)(O)C[CH2:1]2)C1|C1C[C@@H]2[C@@H]3[C@@H](C[CH2:1][C@@]2(C)[C@]1(O)C)[C@]1(C)C(=C(Cl)C(=O)C=C1)CC3|ClC1=C2CC[C@H]3[C@@H](CC[C@@]4(C)[C@@](C)(O)C[CH2:1][C@H]34)[C@@]2(C)C=CC1=O
Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)N4CCS(=O)C4)C3)CC2)n(-c2ccccc2)n1|O=C([C@@H]1C[C@@H](N2CCN(c3cc(CO)nn3-c3ccccc3)CC2)CN1)N1CCSC1|Cc1cc(N2CCN([C@H]3CN[C@H](C(=O)O)C3)CC2)n(-c2ccccc2)n1,CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S:1]C4)C3)CC2)=C1|[CH3:1]C1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)=C1|CC1=NN(C2=CC=[CH:1]C=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3C[NH:1][C@H](C(=O)N4CCSC4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H:1]3CN[C@H](C(=O)N4CCSC4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CCS[CH2:1]4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S:1]C4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S:1]C4)C3)CC2)=C1|C1(N2CCN([C@@H]3C[C@@H](C(=O)N4CSC[CH2:1]4)NC3)CC2)=CC(C)=NN1C1=CC=CC=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3C[NH:1][C@H](C(=O)N4CCSC4)C3)CC2)=C1|C1=CC=C(N2C(N3CCN([C@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)=CC(C)=N2)C=[CH:1]1|C1=CC=C(N2C(N3CCN([C@H]4CN[C@H](C(=O)N5CC[S:1]C5)C4)CC3)=CC(C)=N2)C=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H]([C:1](=O)N4CCSC4)C3)CC2)=C1|C1(N2CCN([C@@H]3C[C@@H](C(=O)N4CSC[CH2:1]4)NC3)CC2)=CC(C)=NN1C1=CC=CC=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CCS[CH2:1]4)C3)CC2)=C1|C1=CC=C(N2C(N3CCN([C@H]4CN[C@H](C(=O)N5CCSC5)C4)CC3)=CC(C)=N2)[CH:1]=C1|C1CN(C2=CC(C)=NN2C2=CC=CC=C2)CCN1[C@@H]1C[C@@H](C(=O)N2C[CH2:1]SC2)NC1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3C[NH:1][C@H](C(=O)N4CCSC4)C3)CC2)=C1|[CH3:1]C1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)=C1|CC1=NN(C2=CC=CC=C2)C(N2CCN([C@H]3CN[C@H](C(=O)N4CC[S:1]C4)C3)CC2)=C1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,Cc1cc2c(s1)Nc1ccc(O)cc1N=C2N1CCN(C)CC1|Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1|CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1|Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[N+](C)([O-])CC1|Cc1cc2c(s1)N(C1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1N=C2N1CCN(C)CC1,C12=CC=CC=C1N=C(N1CCN(C)CC1)C1=C(SC([CH3:1])=C1)N2|[CH3:1]C1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CCN(C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|C12=C(SC(C)=C1)NC1=C(C=CC=C1)N=C2N1CC[N:1](C)CC1|C12=C(SC(C)=C1)NC1=C(C=CC=C1)N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|CC1=CC2=C(S1)NC1=CC=CC=C1N=C2N1CC[N:1](C)CC1|C1CN(C2=NC3=C(C=[CH:1]C=C3)NC3=C2C=C(C)S3)CCN1C|C12=C(SC(C)=C1)NC1=C(C=C[CH:1]=C1)N=C2N1CCN(C)CC1|CC1=CC2=C(S1)NC1=C[CH:1]=CC=C1N=C2N1CCN(C)CC1|C12=C(SC(C)=C1)NC1=C(C=CC=C1)N=C2N1CC[N:1](C)CC1|C12=C(SC(C)=C1)NC1=C(C=CC=C1)N=C2N1CC[N:1](C)CC1|C12=C(SC(C)=C1)NC1=C(C=[CH:1]C=C1)N=C2N1CCN(C)CC1|C1CN(C2=NC3=C([CH:1]=CC=C3)NC3=C2C=C(C)S3)CCN1C|C12=C(SC(C)=C1)NC1=C(C=[CH:1]C=C1)N=C2N1CCN(C)CC1|C12=C(SC(C)=C1)NC1=C(C=C[CH:1]=C1)N=C2N1CCN(C)CC1|CC1=CC2=C(S1)NC1=CC=[CH:1]C=C1N=C2N1CCN(C)CC1
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(CO)ccc1-n1nccn1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2CO)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c(O)cc4o3)CCC2C)c1,CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=[CH:1]C=C4O3)CCC2C)=C1|[CH3:1]C1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)CCC2C)=C1|Cl[C:1]1=CC2=C(OC(N3CCN(C(=O)C4=CC(C)=CC=C4N4N=CC=N4)C(C)CC3)=N2)C=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=[CH:1]C(Cl)=CC=C4O3)CCC2C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)[CH2:1]CC2C)=C1|CC1=CC=C(N2N=CC=N2)C([C:1](=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)CCC2C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=C[CH:1]=C4O3)CCC2C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)C[CH2:1]C2C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)CCC2[CH3:1])=C1|C1=C(N2N=CC=N2)C(C(N2C(C)CCN(C3=NC4=C(O3)C=CC(Cl)=C4)[CH2:1]C2)=O)=CC(C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)CC[CH:1]2C)=C1|C1=C(N2N=CC=N2)C(C(N2C(C)CCN([C:1]3=NC4=C(O3)C=CC(Cl)=C4)CC2)=O)=CC(C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)CC[CH:1]2C)=C1|C1=C(N2N=CC=N2)C(C(N2C(C)CCN([C:1]3=NC4=C(O3)C=CC(Cl)=C4)CC2)=O)=CC(C)=C1|CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCN(C3=NC4=CC(Cl)=CC=C4O3)[CH2:1]CC2C)=C1|N1(C2=NC3=CC(Cl)=CC=C3O2)CCN(C(=O)C2=CC(C)=CC=C2N2N=C[CH:1]=N2)C(C)CC1|ClC1=CC2=C(OC(N3CCN(C(=O)C4=CC(C)=CC=C4N4N=CC=N4)C(C)CC3)=N2)[CH:1]=[CH:2]1|[N:1]1(C2=NC3=CC(Cl)=CC=C3O2)CCN(C(=O)C2=CC(C)=CC=C2N2N=CC=N2)C(C)CC1|[N:1]1(C2=NC3=CC(Cl)=CC=C3O2)CCN(C(=O)C2=CC(C)=CC=C2N2N=CC=N2)C(C)CC1|N1(C2=NC3=CC(Cl)=CC=C3O2)[CH2:1]CN(C(=O)C2=CC(C)=CC=C2N2N=CC=N2)C(C)CC1
