SMILES,metabolite,predict
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(CO)ccc1-n1nccn1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2CO)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c(O)cc4o3)CCC2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)C[CH2:1]C2C)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)[cH:1]cc4o3)CCC2C)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)[CH2:1]CC2C)c1|Cc1ccc(-n2nc[cH:1]n2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1|CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc([CH3:1])ccc1-n1nccn1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[CH:1]2C)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c[cH:1]c4o3)CCC2C)c1|Cc1cc(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c(-n2nccn2)c[cH:1]1|Cc1ccc(-n2nccn2)c(C(=O)N2CC[N:1](c3nc4cc(Cl)ccc4o3)CCC2C)c1|Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4c(ccc(Cl)[cH:1]4)o3)CCC2C
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1|O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc([OH:1])cc3)cc2)cc1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)[cH:1]c3)cc2)cc1|O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc([CH3:1])cc2)cc1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)c[cH:1]1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c[cH:1]3)cc2)cc1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)[cH:1]c1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)[cH:1]c2)cc1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)c[cH:1]2)cc1|Cc1ccc(S(=O)(=O)[NH:1]c2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1|Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/[CH:1]=[CH:1]/c3ccc(O)cc3)cc2)cc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CC[CH2:1]NC1=O|Cc1cccc([CH3:1])c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[CH2:1][C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1c[cH:1]cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1cc[cH:1]cc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1cc[cH:1]cc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC[NH:1]C1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)[CH3:1])N1CCCNC1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCN[C:1]1=O|Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)[NH:1]C(=O)[C@H](C(C)C)N1CCCNC1=O
Clc1ccc(CCCOCCCN2CCCCC2)cc1,O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1|[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,Clc1ccc(CCCOCCC[N:1]2CCCC[CH2:1]2)cc1|Clc1ccc(CCCOCCCN2CCC[CH2:1]C2)cc1|Clc1ccc(CCCOCCC[N:1]2CCCCC2)cc1|Clc1ccc(CCCOCCCN2CC[CH2:1]CC2)cc1|Clc1ccc([CH2:1]CCOCCCN2CCCCC2)cc1|Clc1ccc(CC[CH2:1][O:1]CCCN2CCCCC2)cc1|Clc1ccc(CCCOCCCN2CCCC[CH2:1]2)cc1|Clc1ccc(CCCOCC[CH2:1]N2CCCCC2)cc1|Clc1ccc(CC[CH2:1]OCCCN2CCCCC2)cc1|Clc1ccc(CCC[O:1]CCCN2CCCCC2)cc1
Clc1ccccc1CN1CCc2sccc2C1,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1|Clc1ccccc1CN1C=C2C=C[S+]=C2CC1|OC1CN(Cc2ccccc2Cl)Cc2ccsc21|O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2|Clc1ccccc1CN1C=Cc2sccc2C1|Clc1cc2c(s1)CCN(Cc1ccccc1Cl)C2|[O-][N+]1(Cc2ccccc2Cl)CCc2sccc2C1,Clc1ccccc1CN1CCc2s[cH:1]cc2C1|Clc1ccccc1CN1Cc2ccsc2[CH2:1]C1|Clc1ccccc1CN1CC[c:1]2[s:1][cH:1][cH:1][c:1]2C1|Clc1cc[cH:1]cc1CN1CCc2sccc2C1|Clc1ccccc1CN1CC[c:1]2[s:1][cH:1][cH:1][c:1]2[CH2:1]1|Clc1ccccc1[CH2:1]N1CCc2sccc2C1|Clc1ccccc1CN1CCc2sc[cH:1]c2C1|Clc1ccccc1C[N:1]1CCc2sccc2C1|Clc1c[cH:1]ccc1CN1CCc2sccc2C1|Clc1ccccc1CN1Cc2ccsc2C[CH2:1]1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O|Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O|Cn1cnc2c1c(=O)[nH]c(=O)n2C|Cn1c(=O)c2[nH]cnc2n(C)c1=O,Cn1c(=O)c2c(nc[n:1]2C)n(C)c1=O|Cn1c(=O)c2c(n[cH:1]n2C)n(C)c1=O|Cn1c(=O)c2c(ncn2[CH3:1])n(C)c1=O|Cn1c(=O)c2c(ncn2C)[n:1](C)c1=O|Cn1cnc2c1c(=O)[n:1](C)c(=O)n2C|Cn1c(=O)[n:1](C)c(=O)c2c1ncn2C|Cn1c(=O)c2c(ncn2C)n([CH3:1])c1=O|Cn1c(=O)[c:1]2[c:1](nc[n:1]2C)n(C)c1=O|Cn1c(=O)c2c([n:1]cn2C)n(C)c1=O|Cn1cnc2c1c(=O)n(C)[c:1](=O)n2C
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)(O)O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H]([CH2:1]O)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C[OH:1])OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H]([CH2:1][OH:1])OC4=O)cc3F)cn2)n1|C[n:1]1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc([N:1]4C[C@H:1](CO)[O:1]C4=[O:1])cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc([N:1]4C[C@H:1](CO)[O:1]C4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc([N:1]4C[C@H](CO)[O:1]C4=[O:1])cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc([N:1]4C[C@H:1](CO)OC4=[O:1])cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H:1](CO)[O:1]C4=O)cc3F)cn2)n1|Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)[n:1]1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1,N[C:1](=O)c1cn(Cc2c(F)cccc2F)nn1|NC(=O)c1cn(Cc2c(F)c[cH:1]cc2F)nn1|NC(=O)c1cn(Cc2c(F)cc[cH:1]c2F)nn1|O=[C:1](c1cn(Cc2c(F)cccc2F)nn1)[NH2:1]|NC(=O)c1cn(Cc2c(F)cccc2F)n[n:1]1|O=C(c1cn(Cc2c(F)cccc2F)nn1)[NH2:1]|NC(=O)c1nnn(Cc2c(F)cccc2F)[cH:1]1|Fc1cccc(F)c1Cn1cc([C:1]([NH2:1])=[O:1])nn1|NC(=O)c1cn(Cc2c(F)cccc2F)[n:1]n1|NC(=O)c1cn(Cc2c(F)[cH:1]ccc2F)nn1
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,NC(=O)c1nc(F)[cH:1]nc1O|NC(=O)c1nc(F)cnc1[OH:1]|NC(=O)c1nc(F)cn[c:1]1O|NC(=O)c1nc(F)c[n:1]c1O|O=C(c1nc(F)cnc1O)[NH2:1]|NC(=O)c1nc(F)cn[c:1]1[OH:1]|N[C:1](=O)c1nc(F)cnc1O|O=[C:1]([NH2:1])[c:1]1nc(F)cn[c:1]1[OH:1]|O=[C:1](c1nc(F)cnc1O)[NH2:1]|NC(=O)[c:1]1[n:1][c:1](F)[cH:1][n:1][c:1]1O
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1,NC(N)=Nc1nc(C[S:1]CCC(N)=NS(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCCC(N)=NS(=O)(=O)[NH2:1])cs1|NC(N)=Nc1nc(CSCC[C:1](N)=NS(N)(=O)=[O:1])cs1|NC(N)=Nc1nc([CH2:1]SCCC(N)=NS(N)(=O)=O)cs1|NC(N)=[N:1]c1nc(CSCCC(N)=NS(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCC[C:1](N)=NS(N)(=[O:1])=[O:1])cs1|NC(N)=Nc1nc(CSCC[C:1]([NH2:1])=[N:1]S(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCCC(N)=[N:1]S(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCCC(N)=N[S:1](N)(=O)=[O:1])cs1|NC(=Nc1nc(CSCCC(N)=NS(=O)(=O)[NH2:1])cs1)[NH2:1]
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,NCCc1cc(O)c(O)cc1[18F],N[C@@H](Cc1cc(O)[c:1](O)cc1[18F])C(=O)O|N[C@@H](Cc1cc(O)c([OH:1])cc1[18F])C(=O)O|N[C@@H](Cc1cc(O)[c:1](O)cc1[Fe])C(=O)O|N[C@@H](Cc1c[c:1](O)c(O)cc1[18F])C(=O)O|N[C@@H](Cc1cc(O)[c:1](O)cc1[11CH3])C(=O)O|N[C@@H](Cc1cc([OH:1])c(O)cc1[18F])C(=O)O|N[C@@H:1](Cc1cc(O)c(O)cc1[18F])C(=O)O|N[C@@H](Cc1cc(O)c([OH:1])cc1[11CH3])C(=O)O|N[C@@H](Cc1cc(O)c(O)[cH:1]c1[18F])C(=O)O|O=C(O)[C@H](Cc1cc(O)c(O)cc13)[NH2:1]
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,O=c1[nH]n(-c2ccc(I)cc2F)c2c1ccc1cncn12|NC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F,O=C(NOC[CH2:1]O)c1ccc2cncn2c1Nc1ccc(I)cc1F|O=C(NOCC[OH:1])c1ccc2cncn2c1Nc1ccc(I)cc1F|O=C(NOC[CH2:1][OH:1])c1ccc2cncn2c1Nc1ccc(I)cc1F|O=C(NOCCO)c1c[cH:1]c2cncn2c1Nc1ccc(I)cc1F|O=C(NOCCO)c1ccc2cncn2c1Nc1cc[c:1](I)cc1F|O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)[cH:1]c1F|O=C(c1ccc2cncn2c1Nc1ccc(I)cc1F)[NH:1]OCCO|O=C(NOCCO)c1ccc2c[n:1]cn2c1Nc1ccc(I)cc1F|O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)c[c:1]1[F:1]|O=C(NOCCO)c1ccc2n(cn[cH:1]2)c1Nc1ccc(I)cc1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|Nc1ccc([C@@H](O)[C@H](N)CO)cc1|O=C(O)C(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|CC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(N[C@H](COS(=O)(=O)O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](COC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(N[C@H](C[OH:1])[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](CO)[C@H](O)c1ccc([N+:1](=O)[O-])cc1)C(Cl)Cl|O=C(N[C@H](CO)[C@H](O)c1ccc([N+:1](=O)[O-:1])cc1)[CH:1](Cl)Cl|O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)[CH:1](Cl)Cl|O=C(C(Cl)Cl)[NH:1][C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(N[C@H](CO)[C@H](O)c1ccc([N+:1](=O)[O-:1])cc1)C(Cl)Cl|O=C(N[C@H](CO)[C@@H](c1ccc([N+](=O)[O-])cc1)[OH:1])C(Cl)Cl|O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])[cH:1]c1)C(Cl)Cl|O=C(N[C@H](CO)[C@H:1](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl|O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N[C:1](=O)C(Cl)Cl)cc1
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(O)CCC(=O)OC[C@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)[NH:1]C(=O)C(Cl)Cl|O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@@H](c1ccc([N+](=O)[O-])cc1)[OH:1]|O=C(O)CCC(=O)[O:1]C[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@@H:1](c1ccc([N+](=O)[O-])cc1)[OH:1]|O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+:1](=O)[O-])cc1|O=C(O)CCC(=O)OC[C@@H](NC(=O)[CH:1](Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(CCC(=O)[OH:1])OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(O)CCC(=O)OC[C@@H](NC(=O)[CH:1](Cl)Cl)[C@@H](c1ccc([N+](=O)[O-])cc1)[OH:1]|O=C(O)C[CH2:1]C(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1|O=C(OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1)CCC(=O)[OH:1]
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O)c1C2=O,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1cccc3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C([CH:1]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)[CH:1](C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1cccc3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1cccc3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc([O:1]C3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C([CH:1]1c3cc(C(=O)O)cc(O)c3C(=O)c3c1cccc3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc([O:1]C3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)[CH:1](C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1ccc[c:1]3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c1c[cH:1]cc3[O:1]C1OC(CO)C(O)C(O)C1O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O|O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c([O:1]C4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C(O)[C@H]1OC(OC2CN=C(c3ccccc3)c3cc(Cl)ccc3N2)[C@H](O)[C@@H](O)[C@@H]1O|O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1CN=C(c2cc[cH:1]cc2)c2cc(Cl)ccc2N1|O=C1CN=C(c2ccccc2)c2cc(Cl)c[cH:1]c2N1|O=C1CN=C(c2ccccc2)c2cc(Cl)[cH:1]cc2N1|O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2[NH:1]1|O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[CH2:1]1|O=C1CN=C(c2ccc[cH:1]c2)c2cc(Cl)ccc2N1|Clc1ccc2c(c1)C(c1ccccc1)=NC[C:1](=[O:1])[NH:1]2|O=C1Nc2ccc(Cl)cc2C(c2cc[cH:1]cc2)=N[CH2:1]1|O=C1CN=C(c2cc[cH:1][cH:1]c2)c2cc(Cl)ccc2N1|O=[C:1]1[CH2:1][N:1]=[C:1](c2ccccc2)[c:1]2cc(Cl)cc[c:1]2[NH:1]1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)[C@H]1O[C@@H](OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1[OH:1]|O=C1Nc2ccc(Cl)cc2C(c2cc[cH:1]cc2)=NC1O|O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[CH:1]1O|O=C1Nc2ccc(Cl)cc2C(c2ccc[cH:1]c2)=NC1O|O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2[NH:1]1|O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[CH:1]1[OH:1]|O=C1Nc2c[cH:1]c(Cl)cc2C(c2ccccc2)=NC1O|Clc1ccc2c(c1)C(c1ccccc1)=NC([OH:1])[C:1](=[O:1]|Clc1ccc2c(c1)C(c1ccccc1)=NC(O)[C:1](=[O:1]|Clc1ccc2c(c1)C(c1ccccc1)=NC([OH:1])C(=[O:1]
O=P1(NCCCl)OCCCN1CCCl,O=CCCl|NP1(=O)OCCCN1CCCl|O=P1(NCCCl)OCCC(O)N1CCCl|O=P1(NCCCl)NCCCO1,O=P1([NH:1]CCCl)OCCCN1CCCl|O=P1(NCCCl)OCCC[N:1]1CCCl|O=P1(NCCCl)OCCCN1C[CH2:1]Cl|O=P1(NCCCl)OCC[CH2:1]N1CCCl|O=P1(NC[CH2:1]Cl)OCCCN1CCCl|O=P1(NCCCl)OCCCN1C[CH2:1][Cl:1]|ClCCNP1(=[O:1])OCCCN1CCCl|O=P1([NH:1]CCCl)OCCC[N:1]1CCCl|O=P1(NCCCl)OC[CH2:1]CN1CCCl|O=P1(NCCCl)O[CH2:1]CCN1CCCl
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O[CH2:1]COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|OCCOCC[N:1]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|OCC[O:1]CCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|Clc1ccc(C(c2ccccc2)N2CCN(CCOC[CH2:1][OH:1])CC2)cc1|Clc1ccc(C(c2ccccc2)N2CCN(CCOCC[OH:1])CC2)cc1|OCCOCCN1CCN(C(c2ccc(Cl)cc2)c2cc[cH:1]cc2)CC1|OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)[cH:1]c2)CC1|OCCOCCN1CC[N:1](C(c2ccccc2)c2ccc(Cl)cc2)CC1|OCCOCCN1CCN(C(c2ccc(Cl)cc2)[c:1]2[cH:1][cH:1][cH:1][cH:1][cH:1]2)CC1|OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)c[cH:1]2)CC1
