substrate,all_predictions,metabolite
CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)O)C1=CC=C(CC2CCCC2O)C=C1|CC(C(=O)O)C1=CC=C(CC2(CCCC2=O)O)C=C1|C(C(C(=O)O)C1=CC=C(CC2CCCC2=O)C=C1)O|CC(C(=O)O)C1=CC=C(CC2CC(CC2=O)O)C=C1|CC(C(=O)O)(C1=CC=C(CC2CCCC2=O)C=C1)O|CC(C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C1=CC=C(CC2CCCC2=O)C=C1|CC(C(=O)O)C1=CC=C(CC2CCC(C2=O)O)C=C1|CC(C(=O)OC1OC(C(O)C(O)C1O)C(O)=O)C2=CC=C(CC3CCCC3=O)C=C2|CC(C(=O)O)C1=CC=C(CC2C(CCC2=O)O)C=C1|C=C(C(=O)O)C1=CC=C(CC2CCCC2=O)C=C1|CC(C(=O)O)C1=CC=C(C(C2CCCC2=O)O)C=C1|CC(C(=O)NCC(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1|C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1|CC(C(=O)O)c1ccc(CC2CCC[C@H]2O)cc1
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,CC(OC(=O)[N-]C1=C[N+](N2CCOCC2)=NO1)O|CCOC(=O)[N-]C1=C[N+](N2CC(OCC2)O)=NO1|CCOC(=O)[N-]C1=C[N+](=NO1)[N+]2(CCOCC2)[O-]|C(COC(=O)[N-]C1=C[N+](N2CCOCC2)=NO1)O|CCOC(=O)[N-]C1=C[N+](N2C(COCC2)O)=NO1,[NH-]c1c[n+](N2CCOCC2)no1|[N-]=c1c[n+](N2CCOCC2)[nH]o1
Nc1ccncc1N,N(C1=CC=NC=C1N)C2OC(C(O)C(O)C2O)C(O)=O|NC1=CC=NC=C1NC2OC(C(O)C(O)C2O)C(O)=O|NC1=CC=NC=C1[NH2+][O-]|N(C1=CC=NC=C1N)O|NC=1C2C(N=CC1N)O2|NC1=CC=NC=C1NO|NC=1C(=CN=CC1O)N|NC1=CC=[N+](C=C1N)[O-],CC(=O)NC1=CNC=CC1N
Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21,CN1C=C(S(C)(=O)=O)C(=O)C2=CC=C(F)C=C21|CN1C=C(SC)C(=O)C2=CC=C(F)C=C21|CN1C=C(S(C)=O)C(=O)C2=C(C=C(F)C=C21)O|CN1C=C(S(C)=O)C(O)C2=CC=C(F)C=C21|O=C|CN1C=C(S(C)=O)C(=O)C2=CC(=C(F)C=C21)O|N1C=C(S(C)=O)C(=O)C2=CC=C(F)C=C21|CN1C=C(S(=O)CO)C(=O)C2=CC=C(F)C=C12|CN1C=C(S(C)=O)C(=O)C2=CC=C(F)C(=C21)O,Cn1cc(S(C)(=O)=O)c(=O)c2ccc(F)cc21
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,OC(=O)C1=CN(C2CC2)C3=CC(N4C(CNCC4)O)=C(F)C=C3C1=O|OC(=O)C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C(=C3C1=O)O|OC(=O)C1=CN(C2(CC2)O)C3=CC(N4CCNCC4)=C(F)C=C3C1=O|OC(=O)C1=CN(C2CC2)C3=CC(NCCNCC=O)=C(F)C=C3C1=O|C(=O)(C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O)OC(C[N+](C)(C)C)CC([O-])=O|O(C(=O)C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O)C5OC(C(O)C(O)C5O)C(O)=O|C1(CC1)=O|C(=O)(C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O)NCC(O)=O|OC(=O)C1=CN(C2C(C2)O)C3=CC(N4CCNCC4)=C(F)C=C3C1=O|OC(=O)C1=CN(C2CC2)C3=C(C(N4CCNCC4)=C(F)C=C3C1=O)O|OC(=O)C1=CN(C2CC2)C3=CC([N+]4(CCNCC4)[O-])=C(F)C=C3C1=O|OC(=O)C1=CN(C2CC2)C3=CC(N(CC=O)CCN)=C(F)C=C3C1=O|OC(=O)C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1O|N1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N3CCNCC3|OC(=O)C1=CN(C2CC2)C3=CC(N4CC(NCC4)O)=C(F)C=C3C1=O,NCCNc1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1|O=CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1|O=C(O)c1cn(C2CC2)c2cc(N3CCN(S(=O)(=O)O)CC3)c(F)cc2c1=O|O=C1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,CC1=CC(=C2C(Cl)=CC(Cl)=C(O)C2=N1)O|CC1=CC=C2C(Cl)=CC(Cl)=C(OC3OC(C(O)C(O)C3O)C(O)=O)C2=N1|CC1=CC=C2C(Cl)=C(C(Cl)=C(O)C2=N1)O|CC1=CC=C2C(Cl)=CC(=C(O)C2=N1)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O|C(C1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1)O|CC1=C(C=C2C(Cl)=CC(Cl)=C(O)C2=N1)O,Cc1ccc2c(Cl)cc(Cl)c(OS(=O)(=O)O)c2n1|Cc1ccc2c(Cl)cc(Cl)c(OS([O-])([O-])[O-])c2n1|Cc1ccc2c(Cl)cc(Cl)c(OS(O)(O)O)c2n1|Cc1ccc2c(Cl)cc(Cl)c(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2n1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,OC|CN1C=NC2=C1C(=O)N(C(=O)N2)C|O=C|CN1C2=C(N=C1O)N(C(N(C2=O)C)=O)C|CN1C=NC2=C1C(=O)NC(=O)N2C|C1=NC2=C(C(=O)N(C(=O)N2C)C)N1,Cn1c(=O)[nH]c2ncn(C)c2c1=O|Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O|CN1c2c(n(C)c(=O)n(C)c2=O)NC1O|Cn1c(=O)c2[nH]cnc2n(C)c1=O|CC(=O)c1c(NC=O)[nH]c(=O)n(C)c1=O|CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O|Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21|Cc1c(=O)[nH]c(O)c2c1ncn2C|Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O|CC(=O)Nc1c(N)n(C)c(=O)n(C)c1=O|Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O|Cn1cnc2c1c(=O)[nH]c(=O)n2C|Cn1c(=O)[nH]c2[nH]cnc2c1=O|Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O|O=c1[nH]c(=O)c2[nH]cnc2[nH]1|Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C|Cn1c(=O)[nH]c(=O)c2[nH]c(=O)[nH]c21
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,OCCOCCN1CC(N(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)O|C1CN(CCN1CC=O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl|OCCOCC[N+]1(CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)[O-]|OCCOCCN1CCN(C(C2=CC=C(C=C2)O)C3=CC=C(Cl)C=C3)CC1|O(CCOCCN1CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)C4OC(C(O)=O)C(C(C4O)O)O|C(C=O)O|C(CO)O|C1CN(CCN1CCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl|O=CCOCCN1CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1|OCCOCCN1CCN(C(C2=C(C=CC=C2)O)C3=CC=C(Cl)C=C3)CC1|OCCOCCN1CC[N+](C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)(CC1)[O-]|O(CCOCCN1CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)S(O)(=O)=O|OCCOCCN1CCN(C(C2=CC=CC=C2)C3=C(C=C(Cl)C=C3)O)CC1|OCCOCCN1C(CN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)O|N1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3|C(C1=CC=CC=C1)(C2=CC=C(Cl)C=C2)=O|OCCOC(CN1CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)O|OCCOCCN1CCN(C(C2=CC=CC=C2)C3=CC(=C(Cl)C=C3)O)CC1|OCCOCC=O|OCCOCC(N1CCN(C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3)CC1)O|OCCOCCN1CCNCC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCC=2C3=C(C4=C(C(=CC=C4C[C@@H]13)OC5OC(C(O)C(O)C5O)C(O)=O)O)C=CC2|CN1CCC2=CC=CC3=C2C1(CC4=CC=C(O)C(O)=C43)O|CN1CCC2=CC=CC3=C2C1C(C4=CC=C(O)C(O)=C43)O|CN1CCC2=CC(=CC3=C2C1CC4=CC=C(O)C(O)=C34)O|C[N+]1(CCC=2C3=C(C4=C(C(=CC=C4C[C@@H]13)O)O)C=CC2)[O-]|N1CCC2=CC=CC3=C2C1CC4=CC=C(O)C(O)=C43|N1CCC=2C3=C(C4=C(C(=CC=C4C[C@@H]13)O)O)C=CC2|O=C|CN1CCC=2C3=C(C4=C(C(=CC=C4C[C@@H]13)O)OC5OC(C(O)C(O)C5O)C(O)=O)C=CC2|CN1CCC=2C3=C(C4=C(C(=CC=C4C([C@@H]13)O)O)O)C=CC2|CN1CCC=2C3=C(C4=C(C(=C(C=C4C[C@@H]13)O)O)O)C=CC2|CN1CC(C=2C3=C(C4=C(C(=CC=C4C[C@@H]13)O)O)C=CC2)O|CN1C(CC=2C3=C(C4=C(C(=CC=C4C[C@@H]13)O)O)C=CC2)O,CN1CCc2cccc3c2[C@H]1Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1-3|COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3|CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(OC2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1-3|COc1c(O)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3|CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1-3|CN1CCc2cccc3c2[C@H]1CC1=C3C(=O)C(=O)C=C1|Oc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)NCC3|CN1CCc2cccc3c2[C@H]1Cc1ccc(OC2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1-3|CN1CCc2cccc3c2c1cc1ccc(O)c(O)c13
CCN(CC)CCOC(=O)c1ccc(N)cc1,CCN(CC)CCOC(=O)C1=CC=C(N)C(=C1)O|C(CN(CC)CCOC(=O)C1=CC=C(N)C=C1)O|C(COC(=O)C1=CC=C(N)C=C1)=O|CCN(CC)CCOC(=O)C1=CC=C(NO)C=C1|CC[N+](CC)(CCOC(=O)C1=CC=C(N)C=C1)[O-]|C1=CC(=CC=C1C(=O)O)N|CCN(CC)CCO|CC=O|CCNCC|CCN(CC)CCOC(=O)C1=CC=C(NC2OC(C(O)C(O)C2O)C(O)=O)C=C1|CC[N+](CC)(CCOC(=O)C1=CC=C(N)C=C1)C2OC(C(O)=O)C(C(C2O)O)O|CC(N(CC)CCOC(=O)C1=CC=C(N)C=C1)O|CCN(CC)C(COC(=O)C1=CC=C(N)C=C1)O|N(CC)CCOC(=O)C1=CC=C(N)C=C1,Nc1ccc(C(=O)O)cc1|CCN(CC)CCO
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,N1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC(=CC=C3)O|N1C(=O)CN=C(C2=C1C=C(C(=C2)Cl)O)C3=CC=CC=C3|N1C(=O)CN=C(C2=C1C(=CC(=C2)Cl)O)C3=CC=CC=C3|N1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=C(C=CC=C3)O|N1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)O|N1C(=O)CN=C(C2=C1C=CC(=C2O)Cl)C3=CC=CC=C3|N1C(=O)C(N=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3)O,O=C(O)[C@H]1OC(OC2CN=C(c3ccccc3)c3cc(Cl)ccc3N2)[C@H](O)[C@@H](O)[C@@H]1O|O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,N1C(=O)C(N=C(C2=C1C(=CC(=C2)Cl)O)C3=CC=CC=C3)O|N1C(=O)C(N=C(C2=C1C=CC(=C2O)Cl)C3=CC=CC=C3)O|N1C(=O)C(N=C(C2=C1C=CC(=C2)Cl)C3=CC(=CC=C3)O)O|N1C(=O)C(N=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)O)O|N1C(=O)C(N=C(C2=C1C=C(C(=C2)Cl)O)C3=CC=CC=C3)O|N1C(=O)C(N=C(C2=C1C=CC(=C2)Cl)C3=C(C=CC=C3)O)O,O=C(O)[C@H]1O[C@@H](OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O
CN[C@@H](C)[C@@H](O)c1ccccc1,CN[C@@H](CO)[C@@H](O)C1=CC=CC=C1|CNC(=C)[C@@H](O)C1=CC=CC=C1|CN[C@@H](C)C(=O)C1=CC=CC=C1|OC(C1=CC(=CC=C1)O)C(NC)C|CN[C@@H](C)[C@@H](OS(O)(=O)=O)C1=CC=CC=C1|O=C|C(C)([C@@H](O)C1=CC=CC=C1)=O|OC(C1=CC=CC=C1)C(N)C|CN[C@@H](C)[C@@H](O)C1=CC=C(C=C1)O|N[C@@H](C)[C@@H](O)C1=CC=CC=C1|NC|CN[C@@H](C)[C@@H](OC1OC(C(O)=O)C(C(C1O)O)O)C2=CC=CC=C2|CN[C@@H](C)[C@@H](O)C1=C(C=CC=C1)O,C[C@H](N)[C@@H](O)c1ccccc1|CC(N)C(O)c1ccccc1
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,C(COCCOCCOC)=O|C(COCCOCCOCCOCCOCCOCCOC)=O|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCO)C=C1|CCCCNC1=CC=C(C(=O)OCCO)C=C1|CCC(CNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1)O|OCCOCCOCCOC|OCCOCCOCCOCCOCCOCCOC|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCC=O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCC=O)C=C1|NC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1|C(COCCOC)=O|OCCOCCOCCOCCOC|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCC(OCCOCCOCCOCCOCCOC)O)C=C1|OCCOCCOCCOCCOCCOCCOCCOCCOC|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCC(OCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCC=O)C=C1|CC(CCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1)O|CCCCNC1=CC=C(C(=O)OCCOCC=O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCO)C=C1|C(CCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1)O|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOC(COCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCC(OCCOCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCO)C=C1|CCCCNC1=CC=C(C(=O)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCO)C=C1|C=CCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOC(COCCOCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCC=O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCO)C=C1|C(COCCOCCOCCOCCOCCOCCOCCOCCOC)O|O=CCOC|C(COCCOCCOCCOCCOC)=O|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCO)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCC(OCCOCCOCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOC(COCCOCCOCCOCCOCCOC)O)C=C1|OCCOCCOCCOCCOCCOC|OCCOCCOC|CCCCNC1=CC=C(C(=O)OCCOCCOC(COCCOCCOCCOCCOCCOCCOC)O)C=C1|O=C|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOC(COCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCC(OCCOCCOCCOCCOCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCC(OCCOCCOC)O)C=C1|OCCOCCOCCOCCOCCOCCOCCOC|C(COCCOCCOCCOC)=O|CCCCNC1=CC=C(C(=O)OCC=O)C=C1|C(COCCOCCOCCOCCOCCOC)=O|C(COCCOCCOCCOCCOCCOCCOCCOC)=O|CCCC=O|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCC=O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCC=O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCO)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOC(COCCOCCOCCOCCOC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(COC)O)C=C1|CCCCNC1=CC=C(C(=O)OCCOCC(OCCOCCOCCOCCOCCOCCOCCOC)O)C=C1|OCCOC,CCCCNc1ccc(C(=O)O)cc1
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,C(CNC1CC(C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21)O|CCNC1CC(CO)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21|C(CN[C@H]1C[C@H](C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21)O|CCN[C@H]1C([C@H](C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21)O|CCNC1CC(C)S(=O)(=O)C=2SC(S(=O)(=O)NO)=CC12|CCN[C@H]1C[C@H](C)S(=O)(=O)C=2SC(S([NH2]C3OC(C(O)C(O)C3O)C(O)=O)(=O)=O)=CC21|NCC|NC1CC(C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21|CC=O|N[C@H]1C[C@H](C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21|CCN[C@H]1C[C@H](CO)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21|C1(C[C@H](C)S(=O)(=O)C=2SC(S(N)(=O)=O)=CC21)=O|CCN[C@H]1C[C@H](C)S(=O)(=O)C=2[S+](C(S(N)(=O)=O)=CC21)[O-],C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,NC(N)=NC1=NC(C[S+](CCC(N)=NS(N)(=O)=O)C)=CS1|NC(=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1)NO|NC(N)=NC1=NC(C(SCCC(N)=NS(N)(=O)=O)O)=CS1|NC(N)=NC1=NC(CS(CCC(N)=NS(N)(=O)=O)=O)=CS1|NC(N)=NC1=NC(CSCCC(N)=NS(=O)(=O)[NH2+][O-])=CS1,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(OC(C)=O)C(C[C@H]2[C@@H]3CCC4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21CC)O|CC(=O)O|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21C(C)O|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21C=C|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)/C(C[C@@H]4[C@H]3CC[C@@]21CC)O|C#CC1(OC(C)=O)CCC2C3CC(C4=CC(=NO)CCC4C3CCC21CC)O|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC(C4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21CC)O|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C(/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21CC)O|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21CCO|C#CC1(CC[C@H]2[C@@H]3CCC4=C/C(=N/O)/CC[C@@H]4[C@H]3CC[C@@]21CC)O,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(NC(=O)O)=C2)C=C1|COC1=CC=C(C(C(C)NCC(O)C2=CC=C(O)C(NC=O)=C2)O)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(NC=O)=C2)C(=C1)O|COC1=CC=C(CC(C)NCC(OS(O)(=O)=O)C2=CC=C(O)C(NC=O)=C2)C=C1|CC(CC1=CC=C(O)C=C1)NCC(O)C2=CC=C(O)C(NC=O)=C2|COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(N(C=O)O)=C2)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC=C(OC3OC(C(O)C(O)C3O)C(O)=O)C(NC=O)=C2)C=C1|O=C|C(C(O)C1=CC=C(O)C(NC=O)=C1)=O|COC1=CC=C(CC(C)N)C=C1|COC1=CC=C(CC(C)NC(C(O)C2=CC=C(O)C(NC=O)=C2)O)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(NC=O)=C2O)C=C1|COC1=CC=C(CC(C)NCC(O)C2=CC(=C(O)C(NC=O)=C2)O)C=C1|COC1=CC=C(CC(C)=O)C=C1|COC1=CC=C(CC(=C)NCC(O)C2=CC=C(O)C(NC=O)=C2)C=C1|COC1=CC=C(CC(CO)NCC(O)C2=CC=C(O)C(NC=O)=C2)C=C1|COC1=CC=C(CC(C)NCC(=O)C2=CC=C(O)C(NC=O)=C2)C=C1|NCC(O)C1=CC=C(O)C(NC=O)=C1,COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(OC2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1|COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1
