substrate,metabolite,mapped_rxn,pred_rxn,site_truth
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)O)cc2)cc1>>CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,[NH:24]=[C:23]([NH2:25])[NH:22][c:21]1[cH:20][cH:19][c:18]([C:16](=[O:17])[O:15][c:14]2[cH:13][cH:12][c:11]([CH2:10][C:8](=[O:9])[OH:7])[cH:29][cH:28]2)[cH:27][cH:26]1>>CN(C)C(=O)C[O:7][C:8](=[O:9])[CH2:10][c:11]1[cH:12][cH:13][c:14]([O:15][C:16](=[O:17])[c:18]2[cH:19][cH:20][c:21]([NH:22][C:23](=[NH:24])[NH2:25])[cH:26][cH:27]2)[cH:28][cH:29]1,CN(C)C(=O)C[O:1]C(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1
CN(C)CCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21>>CN(C)CCCN1c2ccccc2CCc2ccccc21,[CH3:1][NH:2][CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21>>[CH3:1][N:2](C)[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,C[N:1](C)CCCN1c2ccccc2CCc2ccccc21
CN(C)CCCN1c2ccccc2CCc2ccccc21,NCCCN1c2ccccc2CCc2ccccc21,NCCCN1c2ccccc2CCc2ccccc21>>CN(C)CCCN1c2ccccc2CCc2ccccc21,[NH2:2][CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21>>C[N:2](C)[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,C[N:1](C)CCCN1c2ccccc2CCc2ccccc21
CN(C)CCCN1c2ccccc2CCc2ccccc21,c1ccc2c(c1)CCc1ccccc1N2,c1ccc2c(c1)CCc1ccccc1N2>>CN(C)CCCN1c2ccccc2CCc2ccccc21,[cH:18]1[cH:19][cH:20][c:21]2[c:16]([cH:17]1)[CH2:15][CH2:14][c:13]1[cH:12][cH:11][cH:10][cH:9][c:8]1[NH:7]2>>CN(C)CCC[N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,CN(C)CCC[N:1]1c2ccccc2CCc2ccccc21
CN(C)CCCN1c2ccccc2CCc2ccccc21,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21>>CN(C)CCCN1c2ccccc2CCc2ccccc21,[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][c:18](O)[cH:19][cH:20][c:21]21>>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,CN(C)CCCN1c2ccccc2CCc2c[cH:1]ccc21
CN(C)CCCN1c2ccccc2CCc2ccccc21,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21>>CN(C)CCCN1c2ccccc2CCc2ccccc21,[CH3:1][N+:2]([CH3:3])([O-])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21>>[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH2:6][N:7]1[c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21,C[N:1](C)CCCN1c2ccccc2CCc2ccccc21
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1cc(O)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O>>CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][c:6](O)[c:7]([OH:8])[c:9]2[c:10]1[CH2:11][C@H:12]1[CH2:13][C@H:14]3[C@H:15]([N:16]([CH3:17])[CH3:18])[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]3([OH:28])[C:29]([OH:30])=[C:31]1[C:32]2=[O:33]>>[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]2[c:10]1[CH2:11][C@H:12]1[CH2:13][C@H:14]3[C@H:15]([N:16]([CH3:17])[CH3:18])[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]3([OH:28])[C:29]([OH:30])=[C:31]1[C:32]2=[O:33],CN(C)c1c[cH:1]c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12,CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12>>CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[CH3:17][NH:16][C@@H:15]1[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]2([OH:28])[C:29]([OH:30])=[C:31]3[C:32](=[O:33])[c:9]4[c:7]([OH:8])[cH:6][cH:5][c:4]([N:2]([CH3:1])[CH3:3])[c:10]4[CH2:11][C@H:12]3[CH2:13][C@@H:14]12>>[CH3:1][N:2]([CH3:3])[c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]2[c:10]1[CH2:11][C@H:12]1[CH2:13][C@H:14]3[C@H:15]([N:16]([CH3:17])C)[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]3([OH:28])[C:29]([OH:30])=[C:31]1[C:32]2=[O:33],CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H]([N:1](C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O>>CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[CH3:1][NH:2][c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]2[c:10]1[CH2:11][C@H:12]1[CH2:13][C@H:14]3[C@H:15]([N:16]([CH3:17])[CH3:18])[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]3([OH:28])[C:29]([OH:30])=[C:31]1[C:32]2=[O:33]>>[CH3:1][N:2](C)[c:4]1[cH:5][cH:6][c:7]([OH:8])[c:9]2[c:10]1[CH2:11][C@H:12]1[CH2:13][C@H:14]3[C@H:15]([N:16]([CH3:17])[CH3:18])[C:19]([OH:20])=[C:21]([C:22]([NH2:23])=[O:24])[C:25](=[O:26])[C@@:27]3([OH:28])[C:29]([OH:30])=[C:31]1[C:32]2=[O:33],CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc([N:1](C)C)c4C[C@H]3C[C@@H]12
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1-3>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([O:17]C2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[c:18]([OH:19])[c:20]1-3>>[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc([OH:1])c(O)c1-3
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,Oc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)NCC3,Oc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)NCC3>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,[OH:17][c:16]1[cH:15][cH:14][c:13]2[c:20]([c:18]1[OH:19])-[c:9]1[cH:8][cH:7][cH:6][c:5]3[c:10]1[C@@H:11]([CH2:12]2)[NH:2][CH2:3][CH2:4]3>>C[N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,C[N:1]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1CC1=C3C(=O)C(=O)C=C1,CN1CCc2cccc3c2[C@H]1CC1=C3C(=O)C(=O)C=C1>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][C:13]1=[C:20]3[C:18](=[O:19])[C:16](=[O:17])[CH:15]=[CH:14]1>>[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,CN1CCc2cccc3c2[C@H]1C[c:1]1[cH:1][cH:1][c:1]([OH:1])[c:1]([OH:1])[c:1]1-3
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1-3>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18](OC2O[C@H](C(=O)O)[C@@H]([OH:19])[C@H](O)[C@H]2O)[c:20]1-3>>[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)[c:1]([OH:1])c1-3
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,COc1c(O)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,COc1c(O)ccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,C[O:19][c:18]1[c:16]([OH:17])[cH:15][cH:14][c:13]2[c:20]1-[c:9]1[cH:8][cH:7][cH:6][c:5]3[c:10]1[C@@H:11]([CH2:12]2)[N:2]([CH3:1])[CH2:3][CH2:4]3>>[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c([OH:1])c1-3
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3>>CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,C[O:17][c:16]1[cH:15][cH:14][c:13]2[c:20]([c:18]1[OH:19])-[c:9]1[cH:8][cH:7][cH:6][c:5]3[c:10]1[C@@H:11]([CH2:12]2)[N:2]([CH3:1])[CH2:3][CH2:4]3>>[CH3:1][N:2]1[CH2:3][CH2:4][c:5]2[cH:6][cH:7][cH:8][c:9]3[c:10]2[C@H:11]1[CH2:12][c:13]1[cH:14][cH:15][c:16]([OH:17])[c:18]([OH:19])[c:20]1-3,CN1CCc2cccc3c2[C@H]1Cc1ccc([OH:1])c(O)c1-3
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccc(O)cc34)C21>>CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[N:11]2[CH2:12][CH2:13][c:14]3[c:15]([nH:16][c:17]4[cH:18][cH:19][c:20](O)[cH:21][c:22]34)[CH:23]12>>[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[N:11]2[CH2:12][CH2:13][c:14]3[c:15]([nH:16][c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]34)[CH:23]12,CN1c2ccccc2C(=O)N2CCc3c([nH]c4cc[cH:1]cc34)C21
CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CN1c2ccccc2C(=O)N2CC(O)c3c([nH]c4ccccc34)C21,CN1c2ccccc2C(=O)N2CC(O)c3c([nH]c4ccccc34)C21>>CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[N:11]2[CH2:12][CH:13](O)[c:14]3[c:15]([nH:16][c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]34)[CH:23]12>>[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[O:10])[N:11]2[CH2:12][CH2:13][c:14]3[c:15]([nH:16][c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]34)[CH:23]12,CN1c2ccccc2C(=O)N2C[CH2:1]c3c([nH]c4ccccc34)C21
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(C3OC3c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(C3OC3c3ccccn3)n[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16]([CH:17]3O[CH:18]3[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1>>[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1,CNC(=O)c1ccccc1Sc1ccc2c(/[CH:1]=[CH:1]/c3ccccn3)n[nH]c2c1
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1S(=O)c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1S(=O)c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11](=O)[c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1>>[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1,CNC(=O)c1ccccc1[S:1]c1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3cccc[n+]3[O-])n[nH]c2c1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3cccc[n+]3[O-])n[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n+:24]3[O-])[n:25][nH:26][c:27]2[cH:28]1>>[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3cccc[n:1]3)n[nH]c2c1
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(NCO)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,O=C(NCO)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,[O:4]=[C:3]([NH:2][CH2:1]O)[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1>>[CH3:1][NH:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[S:11][c:12]1[cH:13][cH:14][c:15]2[c:16](/[CH:17]=[CH:18]/[c:19]3[cH:20][cH:21][cH:22][cH:23][n:24]3)[n:25][nH:26][c:27]2[cH:28]1,O=C(N[CH3:1])c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCC[C@@H](Oc1ccccc1CO)c1ccccc1,CNCC[C@@H](Oc1ccccc1CO)c1ccccc1>>CNCC[C@@H](Oc1ccccc1C)c1ccccc1,[CH3:1][NH:2][CH2:3][CH2:4][C@@H:5]([O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[CH2:13]O)[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][NH:2][CH2:3][CH2:4][C@@H:5]([O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,CNCC[C@@H](Oc1ccccc1[CH3:1])c1ccccc1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Cc1ccccc1O[C@H](CCN)c1ccccc1,Cc1ccccc1O[C@H](CCN)c1ccccc1>>CNCC[C@@H](Oc1ccccc1C)c1ccccc1,[CH3:13][c:12]1[cH:11][cH:10][cH:9][cH:8][c:7]1[O:6][C@H:5]([CH2:4][CH2:3][NH2:2])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>C[NH:2][CH2:3][CH2:4][C@@H:5]([O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,Cc1ccccc1O[C@H](CC[NH:1]C)c1ccccc1
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1>>CNCC[C@@H](Oc1ccccc1C)c1ccccc1,[CH3:1][NH:2][CH2:3][CH2:4][C@@H:5]([O:6][c:7]1[cH:8][cH:9][c:10](O)[cH:11][c:12]1[CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1>>[CH3:1][NH:2][CH2:3][CH2:4][C@@H:5]([O:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[CH3:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1,CNCC[C@@H](Oc1cc[cH:1]cc1C)c1ccccc1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,O=C(O)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1>>CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,O=[C:3](O)[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1>>CN[CH2:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1,CN[CH2:1]c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,NCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1>>CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,[NH2:2][CH2:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1>>C[NH:2][CH2:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1,C[NH:1]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,C/[N+]([O-])=C/c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,C/[N+]([O-])=C/c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1>>CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,[CH3:1]/[N+:2]([O-])=[CH:3]/[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1>>[CH3:1][NH:2][CH2:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[F:13])[n:14]([S:15](=[O:16])(=[O:17])[c:18]2[cH:19][cH:20][cH:21][n:22][cH:23]2)[cH:24]1,C[NH:1][CH2:1]c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1
CN[C@@H](C)[C@@H](O)c1ccccc1,C[C@H](N)[C@@H](O)c1ccccc1,C[C@H](N)[C@@H](O)c1ccccc1>>CN[C@@H](C)[C@@H](O)c1ccccc1,[CH3:4][C@H:3]([NH2:2])[C@@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>C[NH:2][C@@H:3]([CH3:4])[C@@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,C[C@@H]([C@@H](O)c1ccccc1)[NH:1]C
CN[C@@H](C)[C@H](O)c1ccccc1,C[C@H](O)[C@H](O)c1ccccc1,C[C@H](O)[C@H](O)c1ccccc1>>CN[C@@H](C)[C@H](O)c1ccccc1,[CH3:4][C@H:3](O)[C@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>CN[C@@H:3]([CH3:4])[C@H:5]([OH:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,CN[C@@H](C)[C@H](O)c1ccccc1
