substrate,all_predictions,metabolites,top_5
CN[C@@H](C)[C@@H](O)c1ccccc1,CC(N)C(=O)c1ccccc1|C[C@H](N)[C@@H](O)c1ccccc1|CN[C@H](C)C(=O)c1ccccc1|C[C@H](N)[C@@H](O)c1ccc(O)cc1|CN[C@@H](C)[C@@H](O)c1ccc(O)c(O)c1|CC(N)[C@@H](O)c1ccc(O)cc1|C[C@@H](N)[C@@H](O)c1ccc(O)cc1|CC(=O)N[C@@H](C)[C@@H](O)c1ccccc1|C[C@@H](N)[C@H](O)c1ccc(O)cc1|CC(N)C(O)c1ccccc1|CN[C@@H](C)[C@@H](O)c1ccc(O)cc1|CNC(C)C(=O)c1ccccc1|CC(N)C(O)c1ccc(O)cc1|C[C@@H](N)[C@@H](O)c1ccccc1|CN[C@@H](C)C(=O)c1ccccc1,C[C@H](N)[C@@H](O)c1ccccc1,CC(N)C(=O)c1ccccc1|C[C@H](N)[C@@H](O)c1ccccc1|CN[C@H](C)C(=O)c1ccccc1|C[C@H](N)[C@@H](O)c1ccc(O)cc1|CN[C@@H](C)[C@@H](O)c1ccc(O)c(O)c1
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCN(CCCC)c1ccc(C(=O)O)cc1|CCCCNc1ccc(C(=O)O)cc1|CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1|COCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N(C)C)cc1|CCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1,CCCCNc1ccc(C(=O)O)cc1,CCCCN(CCCC)c1ccc(C(=O)O)cc1|CCCCNc1ccc(C(=O)O)cc1|CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1|COCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N(C)C)cc1|CCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(N)cc1
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,C[C@@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(=O)(=O)NO)cc21|C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CCN[C@H]1C[C@H](CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21|CC(O)N[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21|C[C@H]1C[C@@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CC(=O)N[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21|CC1CC(N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|C[C@@H]1C[C@@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)c(O)c21,C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O,C[C@@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(=O)(=O)NO)cc21|C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O|CCN[C@H]1C[C@H](CO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21|CC(O)N[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,N=C(N)Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1|CSCCC(N)=NS(N)(=O)=O|NC(=[NH2+])Nc1nc(CSCCC(=O)O)cs1|NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1|N=C(N)Nc1nc(CSCCC(N)=NO)cs1|N=C(N)Nc1nc(CSCC(N)=NS(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCC(=O)O)cs1|N=C(N)Nc1nc(CSCC(=O)O)cs1|N=C(N)Nc1nc(CS)cs1|N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1|NC(N)=Nc1nc(CSCCC(=O)O)cs1|N=C(N)Nc1nc(CSCCC(=O)NS(N)(=O)=O)cs1|N=C(N)Nc1nc(CSCCC=O)cs1|N=C(N)Nc1nc(CSCCC(=O)O)cs1|N=C(N)Nc1nc(CO)cs1|N=C(N)Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1|N=C(N)Nc1nc(CS(=O)CCC(=N)NS(N)(=O)=O)cs1|CC(=O)NC(CCSCc1csc(N=C(N)N)n1)C(=O)O,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1,N=C(N)Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1|CSCCC(N)=NS(N)(=O)=O|NC(=[NH2+])Nc1nc(CSCCC(=O)O)cs1|NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1|N=C(N)Nc1nc(CSCCC(N)=NO)cs1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=N)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NOC)CC[C@@H]4[C@H]3CC[C@@]21C|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NOC)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21C|C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=N)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,C#C[C@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=N)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC|C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1|COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(N)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc3c(c2)NCO3)cc1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1O|C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1ccc(O)c(N)c1|COc1ccc(CC(C)NCC(O)c2ccc3ocnc3c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1O|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1|COc1ccc(CC(C)NCC(O)c2ccc(O)c(N)c2)cc1|COc1ccc(CC(C)NCC(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2ccc(O)c(NC=O)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(NC=O)c2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(OS(=O)(=O)O)c(NC=O)c2)cc1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(NC=O)c1|CC(Cc1ccc(O)cc1)NCC(O)c1ccc(O)c(N)c1|COc1ccc(CC(C)NCC(O)c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)c(N)c2)cc1|COc1ccc(CC(C)NCC(O)c2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(N)c2)cc1
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1ccc(OS(=O)(=O)O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](NC)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC2C(N(C)C)C(=O)C(C(N)=O)=C1O|CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O|CN(C)c1ccc(OS(=O)(=O)O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(O)=C1C2=O|CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N)c4CC3CC12|CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C=C1C2=O|CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C21C|CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12|CNc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O|CN(C)c1ccc(OS(=O)(=O)O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(O)=C1C2=O|CNC1C(O)=C(C(N)=O)C(=O)C23OC2C2C(=O)c4c(O)ccc(N(C)C)c4CC2CC13|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)CC(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1C[C@H]1C(=O)C(C(N)=O)=C(O)C21|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@]3(O)C(O)=C1C2=O|CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1=C2O|CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12|CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O|CNC1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4CC3CC12,CN(C)c1cc(O)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(N(C)C)c4C[C@H]3C[C@@H]12|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,CN(C)c1ccc(OS(=O)(=O)O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O|CNc1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](NC)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O|CN(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c1CC1CC2C(N(C)C)C(=O)C(C(N)=O)=C1O|CN(C)c1ccc(O)c2c1CC1CC3C(O)C(O)=C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2[C@H]1C(=O)O|CC1(C)SC(C(NC(=O)[C@H](N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O|CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O|CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1=O|CC1(C)SC(C(NC(=O)C(N)c2ccc(O)cc2)C(=O)O)NC1C(=O)O|CC1(C)SC2C(NC(=O)C(N)c3ccc(O)c(O)c3)C(=O)N2C1C(=O)O|CC1(C)SC(C(NC(=O)C(N)C(=O)O)C(=O)O)NC1C(=O)O|CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O|N[C@@H](C(=O)N[C@@H](CS)C(=O)O)c1ccc(O)cc1|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O|CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OS(=O)(=O)O)cc3)C(=O)N2[C@H]1C(=O)O|CC1(C)SC2C(N)C(=O)N2C1C(=O)O|CC1(C)SC(C(NC(=O)C(N)c2ccc(O)c(O)c2)C(=O)O)NC1C(=O)O,CC1(C)CN2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2S1|C[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1|CC1(CO)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2[C@H]1C(=O)O|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(OC4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)c(O)c3)C(=O)N2[C@H]1C(=O)O|CC1(C)SC(C(NC(=O)[C@H](N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O|CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1C(=O)O|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O|CC1(C)SC(C(NC(=O)C(N)c2ccc(OS(=O)(=O)O)cc2)C(=O)O)NC1=O
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C|CC(CN1c2ccccc2Sc2ccccc21)N(C)CO|CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C|CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C|CNC(C)CN1c2ccccc2S(=O)c2ccccc21|CNC(C)CN1c2ccccc2Sc2ccccc21|CC(CN1c2ccccc2Sc2c(O)cccc21)N(C)C,CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C|CNC(C)CN1c2ccccc2Sc2ccccc21|CC(CN1c2ccccc2SC2C=CC(O)=CC21)N(C)C,CC(CN1c2ccccc2Sc2ccc(O)cc21)N(C)C|CC(CN1c2ccccc2Sc2ccccc21)N(C)CO|CC(CN1c2ccccc2S(=O)c2ccccc21)N(C)C|CC(CN1c2ccccc2Sc2cc(O)ccc21)N(C)C|CNC(C)CN1c2ccccc2S(=O)c2ccccc21
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1O|CCCCc1oc2ccccc2c1C(=O)c1ccc(OCC[N+]([O-])(CC)CC)c(I)c1|CCN(CC)CCOc1c(I)cc(C(=O)O)cc1I|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNC)c(I)c1|CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1|CCN(CC)CCOc1c(I)cc(C(=O)c2c(CCC(=O)O)oc3ccccc23)cc1I|CCN(CC)CCOc1ccc(C(=O)O)cc1I|CCCCc1oc2ccccc2c1C(=O)c1ccc(OCCN(CC)CC)c(I)c1|CCCCc1oc2ccc(O)cc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[N+](C)(C)C)c(I)c1O|CCCCc1oc2ccccc2c1C(=O)c1ccc(OCC[N+]([O-])(CC)CC)c(I)c1|CCN(CC)CCOc1c(I)cc(C(=O)O)cc1I|CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNC)c(I)c1|CCCCc1oc2cc(O)ccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@H]4COC2OC(O)C(O)C(O)C2O)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)O)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4CO)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)OCC2OC(O)C(O)C2O)CC1|CC1COc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@H]4CO)CC1O|CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|CC1COc2c(N3CCN(C)C(O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23|C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|CC1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4CO)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@H]4CO)CC1|CC1COC2C(=CC(F)=C2N2CCNCC2)C(=O)N1,C[C@H]1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23|C[C@H]1COc2c(N3CC[N+](C)([O-])CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@H]4COC2OC(O)C(O)C(O)C2O)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)O)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4CO)CC1|CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4(C)OCC2OC(O)C(O)C2O)CC1|CC1COc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CC[C@@]1(c2ccc(O)cc2)C(=O)NC(=O)NC1O|CC[C@@]1(c2ccccc2)C(=O)NC(=O)NC1O|CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O|CC[C@@]1(c2ccccc2)C(=O)N=C(O)NC1=O|CCC1(c2ccccc2)C(=O)NC(=O)NC1O|O=C1NC(=O)C(CCO)(c2ccccc2)C(=O)N1|CCC1(c2ccccc2)C(=O)N=C(O)NC1=O|CCC(C(=O)NC(N)=O)c1ccccc1|CCC1(c2cccc(O)c2)C(=O)NC(=O)NC1=O|CCC1(c2ccccc2)C(=O)N=C(O)N=C1O|CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,CC[C@@]1(c2ccc(O)cc2)C(=O)NC(=O)NC1O|CC[C@@]1(c2ccccc2)C(=O)NC(=O)NC1O|CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O|CC[C@@]1(c2ccccc2)C(=O)N=C(O)NC1=O|CCC1(c2ccccc2)C(=O)NC(=O)NC1O
